year,abbr,D_votes,R_votes,pres_margin,pres_margin_str,electoral_votes,relative_margin,relative_margin_str,relative_margin_delta,relative_margin_delta_str,national_margin,national_margin_str,national_margin_delta,national_margin_delta_str,pres_margin_delta,pres_margin_delta_str
1996,ND,106905,125050,-0.078226380116833,R+7.8,3,-0.17430686063383707,R+17.4,0.05559791059384658,D+5.6,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,0.07926771534134244,D+7.9
2000,ND,95284,174852,-0.29454793141232566,R+29.5,3,-0.2996813897818062,R+30.0,-0.12537452914796912,R+12.5,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.21632155129549266,R+21.6
2004,ND,111052,196651,-0.2781870829988658,R+27.8,3,-0.25352678287531827,R+25.4,0.04615460690648793,D+4.6,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,0.01636084841345986,D+1.6
2008,ND,141278,168601,-0.08817312563936246,R+8.8,3,-0.16358847121096792,R+16.4,0.08993831166435035,D+9.0,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.19001395735950333,D+19.0
2012,ND,124966,188320,-0.20222416577823457,R+20.2,3,-0.24241336804382388,R+24.2,-0.07882489683285596,R+7.9,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.11405104013887211,R+11.4
2016,ND,93758,216794,-0.39618485793039493,R+39.6,3,-0.41941889001085203,R+41.9,-0.17700552196702815,R+17.7,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.19396069215216036,R+19.4
2020,ND,114902,235595,-0.3443481684579326,R+34.4,3,-0.38970791088050655,R+39.0,0.029710979130345483,D+3.0,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.05183668947246234,D+5.2
2024,ND,112327,246505,-0.3739298613278637,R+37.4,3,-0.3589331698936636,R+35.9,0.030774740986842963,D+3.1,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.02958169286993112,R+3.0
1976,NE-01,81590,116030,-0.174274,R+17.4,1,-0.1970207687686687,R+19.7,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,NE-01,59729,133971,-0.383283,R+38.3,1,-0.28013225259296815,R+28.0,-0.08311148382429945,R+8.3,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.20900899999999997,R+20.9
1984,NE-01,69923,144198,-0.346883,R+34.7,1,-0.16441628045941126,R+16.4,0.11571597213355689,D+11.6,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,0.03639999999999999,D+3.6
1988,NE-01,96134,123674,-0.125291,R+12.5,1,-0.04864205741962534,R+4.9,0.11577422303978592,D+11.6,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.22159199999999998,D+22.2
1992,NE-01,80938,107360,-0.14032,R+14.0,1,-0.21273080662591665,R+21.3,-0.1640887492062913,R+16.4,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,-0.015028999999999987,R+1.5
1996,NE-01,87712,114563,-0.132745,R+13.3,1,-0.22882550585379804,R+22.9,-0.0160946992278814,R+1.6,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,0.007574999999999998,D+0.8
2000,NE-01,86773,142161,-0.241939,R+24.2,1,-0.24707218306742842,R+24.7,-0.01824667721363038,R+1.8,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.10919399999999999,R+10.9
2004,NE-01,96314,169888,-0.276384,R+27.6,1,-0.2517237991694706,R+25.2,-0.00465161610204215,R+0.5,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,-0.03444500000000003,R+3.4
2008,NE-01,121411,148179,-0.099292,R+9.9,1,-0.1747068623192593,R+17.5,0.07701693685021127,D+7.7,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.17709200000000003,D+17.7
2012,NE-01,108082,152021,-0.168929,R+16.9,1,-0.2091184341468056,R+20.9,-0.03441157182754628,R+3.4,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.06963699999999999,R+7.0
2016,NE-01,100126,158626,-0.226085,R+22.6,1,-0.24931924108367254,R+24.9,-0.04020080693686695,R+4.0,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.05715600000000001,R+5.7
2020,NE-01,132261,180290,-0.153668,R+15.4,1,-0.1990274638504369,R+19.9,0.050291777233235635,D+5.0,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.07241700000000001,D+7.2
2024,NE-01,136153,177666,-0.132283,R+13.2,1,-0.11728656738696747,R+11.7,0.08174089646346944,D+8.2,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,0.021384999999999987,D+2.1
1976,NE-02,75884,114991,-0.204883,R+20.5,1,-0.22762968653381993,R+22.8,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,NE-02,61448,124810,-0.340184,R+34.0,1,-0.23703287039750637,R+23.7,-0.009403183863686437,R+0.9,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.13530099999999998,R+13.5
1984,NE-02,70238,144901,-0.347045,R+34.7,1,-0.16457837471578823,R+16.5,0.07245449568171813,D+7.2,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,-0.006861000000000006,R+0.7
1988,NE-02,94071,130193,-0.161069,R+16.1,1,-0.08441999135817228,R+8.4,0.08015838335761595,D+8.0,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.185976,D+18.6
1992,NE-02,78816,115380,-0.188284,R+18.8,1,-0.2606946774997189,R+26.1,-0.17627468614154662,R+17.6,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,-0.027215000000000017,R+2.7
1996,NE-02,84667,116889,-0.159866,R+16.0,1,-0.25594672116476447,R+25.6,0.004747956334954451,D+0.5,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,0.028418,D+2.8
2000,NE-02,89148,131886,-0.193355,R+19.3,1,-0.19848832685125256,R+19.8,0.05745839431351191,D+5.7,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.03348899999999999,R+3.3
2004,NE-02,97858,153041,-0.219941,R+22.0,1,-0.19528079171021823,R+19.5,0.0032075351410343345,D+0.3,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,-0.026586,R+2.7
2008,NE-02,138809,135439,0.012288,D+1.2,1,-0.06312719761792848,R+6.3,0.13215359409228974,D+13.2,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.232229,D+23.2
2012,NE-02,121889,140976,-0.072611,R+7.3,1,-0.11280061877216113,R+11.3,-0.04967342115423265,R+5.0,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.084899,R+8.5
2016,NE-02,131030,137564,-0.024327,R+2.4,1,-0.04756071100850463,R+4.8,0.0652399077636565,D+6.5,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,0.048283999999999994,D+4.8
2020,NE-02,176468,154377,0.066771,D+6.7,1,0.021411706443209125,D+2.1,0.06897241745171376,D+6.9,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.091098,D+9.1
2024,NE-02,163541,148905,0.046843,D+4.7,1,0.061839985955493434,D+6.2,0.04042827951228431,D+4.0,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.019927999999999994,R+2.0
1976,NE-03,75813,128198,-0.256775,R+25.7,1,-0.2795222798030485,R+28.0,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,NE-03,45247,160433,-0.560025,R+56.0,1,-0.45687410660299654,R+45.7,-0.17735182679994804,R+17.7,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.30325,R+30.3
1984,NE-03,47705,170955,-0.56366,R+56.4,1,-0.381193453613087,R+38.1,0.07568065298990956,D+7.6,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,-0.003635000000000055,R+0.4
1988,NE-03,69030,144089,-0.352193,R+35.2,1,-0.2755438005332123,R+27.6,0.10564965307987467,D+10.6,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.21146700000000007,D+21.1
1992,NE-03,57590,121606,-0.35724,R+35.7,1,-0.4296507927364048,R+43.0,-0.15410699220319246,R+15.4,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,-0.005047000000000024,R+0.5
1996,NE-03,64382,132015,-0.344369,R+34.4,1,-0.4404492845211386,R+44.0,-0.010798491784733799,R+1.1,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,0.012871000000000021,D+1.3
2000,NE-03,55859,159815,-0.482005,R+48.2,1,-0.4871387070318135,R+48.7,-0.04668942251067493,R+4.7,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.13763600000000004,R+13.8
2004,NE-03,60156,189885,-0.518831,R+51.9,1,-0.4941706116069287,R+49.4,-0.007031904575115211,R+0.7,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,-0.036826000000000025,R+3.7
2008,NE-03,73099,169361,-0.397022,R+39.7,1,-0.47243753479869444,R+47.2,0.021733076808234275,D+2.2,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.12180900000000006,D+12.2
2012,NE-03,72110,182067,-0.4326,R+43.3,1,-0.4727893195067244,R+47.3,-0.0003517847080299896,R+0.0,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.035578,R+3.6
2016,NE-03,53290,199657,-0.578647,R+57.9,1,-0.6018809423027566,R+60.2,-0.12909162279603215,R+12.9,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.14604700000000004,R+14.6
2020,NE-03,65854,222179,-0.542733,R+54.3,1,-0.5880926931608573,R+58.8,0.013788249141899245,D+1.4,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.035914,D+3.6
2024,NE-03,70301,238245,-0.544308,R+54.4,1,-0.5293111265248724,R+52.9,0.05878156663598488,D+5.9,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.001574999999999993,R+0.2
1976,NE-AL,233287,359219,-0.212541,R+21.3,2,-0.23528821744607975,R+23.5,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,NE-AL,166424,419214,-0.431649,R+43.2,2,-0.32849772717593634,R+32.8,-0.09320950972985659,R+9.3,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.219108,R+21.9
1984,NE-AL,187866,460054,-0.420095,R+42.0,2,-0.23762804962536604,R+23.8,0.0908696775505703,D+9.1,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,0.011554000000000009,D+1.2
1988,NE-AL,259235,397956,-0.211082,R+21.1,2,-0.13443260410608154,R+13.4,0.1031954455192845,D+10.3,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.209013,D+20.9
1992,NE-AL,217344,344346,-0.226107,R+22.6,2,-0.298517603078166,R+29.9,-0.16408499897208445,R+16.4,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,-0.01502500000000001,R+1.5
1996,NE-AL,236761,363467,-0.211096,R+21.1,2,-0.3071769305326648,R+30.7,-0.008659327454498822,R+0.9,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,0.015010999999999997,D+1.5
2000,NE-AL,231780,433862,-0.30359,R+30.4,2,-0.308723075611181,R+30.9,-0.0015461450785161923,R+0.2,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.09249400000000002,R+9.2
2004,NE-AL,254328,512814,-0.336947,R+33.7,2,-0.3122864450683465,R+31.2,-0.0035633694571655106,R+0.4,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,-0.03335699999999997,R+3.3
2008,NE-AL,333319,452979,-0.152181,R+15.2,2,-0.2275968340149183,R+22.8,0.08468961105342823,D+8.5,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.18476599999999999,D+18.5
2012,NE-AL,302081,475064,-0.222588,R+22.3,2,-0.2627770076300966,R+26.3,-0.035180173615178306,R+3.5,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.070407,R+7.0
2016,NE-AL,284446,495847,-0.270925,R+27.1,2,-0.2941591845552326,R+29.4,-0.03138217692513601,R+3.1,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.04833700000000002,R+4.8
2020,NE-AL,374583,556846,-0.195681,R+19.6,2,-0.2410407873546085,R+24.1,0.05311839720062411,D+5.3,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.07524400000000003,D+7.5
2024,NE-AL,369995,564816,-0.208407,R+20.8,2,-0.1934101416047778,R+19.3,0.0476306457498307,D+4.8,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.012726000000000015,R+1.3
1976,NH,147645,185935,-0.11478505905629834,R+11.5,4,-0.13753196890380523,R+13.8,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,NH,108864,221705,-0.34135384745696057,R+34.1,4,-0.23820267206851414,R+23.8,-0.10067070316470891,R+10.1,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.22656878840066225,R+22.7
1984,NH,120347,267050,-0.37868904508811374,R+37.9,4,-0.19622202124761978,R+19.6,0.04198065082089436,D+4.2,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,-0.03733519763115317,R+3.7
1988,NH,163696,281537,-0.26467265454267763,R+26.5,4,-0.18802354876533106,R+18.8,0.008198472482288721,D+0.8,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.11401639054543611,D+11.4
1992,NH,209040,202484,0.015931027108989998,D+1.6,4,-0.0564796486605182,R+5.6,0.13154390010481287,D+13.2,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.2806036816516676,D+28.1
1996,NH,246166,196486,0.1122326342137842,D+11.2,4,0.016152153696780122,D+1.6,0.07263180235729833,D+7.3,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,0.0963016071047942,D+9.6
2000,NH,266348,273559,-0.013356003904376124,R+1.3,4,-0.01848946227385667,R+1.8,-0.034641615970636794,R+3.5,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.12558863811816032,R+12.6
2004,NH,340511,331237,0.013805772402746268,D+1.4,4,0.03846607252629382,D+3.8,0.05695553480015049,D+5.7,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,0.027161776307122392,D+2.7
2008,NH,384826,316534,0.09737082240219003,D+9.7,4,0.021955476830584575,D+2.2,-0.016510595695709243,R+1.7,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.08356504999944375,D+8.4
2012,NH,369561,329918,0.05667503956516207,D+5.7,4,0.01648583729957276,D+1.6,-0.005469639531011816,R+0.5,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.040695782837027954,R+4.1
2016,NH,348526,345790,0.003940568847614055,D+0.4,4,-0.019293463232843044,R+1.9,-0.035779300532415806,R+3.6,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.05273447071754802,R+5.3
2020,NH,424921,365654,0.07496695443190084,D+7.5,4,0.029607212009326894,D+3.0,0.04890067524216994,D+4.9,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.07102638558428678,D+7.1
2024,NH,418488,395523,0.02821214946726764,D+2.8,4,0.04320884090146779,D+4.3,0.013601628892140893,D+1.4,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.0467548049646332,R+4.7
1976,NJ,1444653,1509688,-0.0220133694790141,R+2.2,17,-0.04476027932652099,R+4.5,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,NJ,1147364,1546557,-0.14818289029262552,R+14.8,17,-0.04503171490417909,R+4.5,-0.00027143557765810233,R+0.0,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.1261695208136114,R+12.6
1984,NJ,1261323,1933630,-0.21042782162992696,R+21.0,16,-0.027960797789433,R+2.8,0.017070917114746093,D+1.7,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,-0.06224493133730144,R+6.2
1988,NJ,1320352,1743192,-0.13802315227070347,R+13.8,16,-0.06137404649335691,R+6.1,-0.03341324870392391,R+3.3,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.07240466935922349,D+7.2
1992,NJ,1436206,1356865,0.02840636704186897,D+2.8,15,-0.04400430872763923,R+4.4,0.01736973776571768,D+1.7,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.16642951931257244,D+16.6
1996,NJ,1652361,1103099,0.19933586406625392,D+19.9,15,0.10325538354924985,D+10.3,0.14725969227688906,D+14.7,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,0.17092949702438495,D+17.1
2000,NJ,1788850,1284173,0.16422818833441857,D+16.4,15,0.15909472996493804,D+15.9,0.05583934641568819,D+5.6,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.03510767573183535,R+3.5
2004,NJ,1911430,1670003,0.06741072637684413,D+6.7,15,0.09207102650039169,D+9.2,-0.06702370346454635,R+6.7,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,-0.09681746195757444,R+9.7
2008,NJ,2215422,1613207,0.15729259742847898,D+15.7,15,0.08187725185687353,D+8.2,-0.010193774643518158,R+1.0,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.08988187105163485,D+9.0
2012,NJ,2122786,1478088,0.1790393110117155,D+17.9,14,0.1388501087461262,D+13.9,0.05697285688925266,D+5.7,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,0.021746713583236515,D+2.2
2016,NJ,2148278,1601933,0.14568380285802585,D+14.6,14,0.12244977077756874,D+12.2,-0.016400337968557444,R+1.6,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.03335550815368965,R+3.3
2020,NJ,2608335,1883274,0.16142567173589686,D+16.1,14,0.11606592931332292,D+11.6,-0.0063838414642458235,R+0.6,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.015741868877871018,D+1.6
2024,NJ,2220713,1968215,0.06027747433233514,D+6.0,14,0.0752741657665353,D+7.5,-0.040791763546787624,R+4.1,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.10114819740356172,R+10.1
1976,NM,201148,211419,-0.024895350330976545,R+2.5,4,-0.04764226017848344,R+4.8,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,NM,167826,250779,-0.19816533486222096,R+19.8,4,-0.09501415947377453,R+9.5,-0.04737189929529109,R+4.7,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.17326998453124443,R+17.3
1984,NM,201769,307101,-0.20699196258376404,R+20.7,5,-0.02452493874327008,R+2.5,0.07048922073050445,D+7.0,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,-0.008826627721543079,R+0.9
1988,NM,244497,270341,-0.05019831480970713,R+5.0,5,0.02645079096763943,D+2.6,0.05097572971090951,D+5.1,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.1567936477740569,D+15.7
1992,NM,261617,212824,0.10284313539512815,D+10.3,5,0.030432459625619954,D+3.0,0.003981668657980525,D+0.4,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.15304145020483528,D+15.3
1996,NM,273495,232751,0.08048261122063187,D+8.0,5,-0.015597869296372205,R+1.6,-0.04603032892199216,R+4.6,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,-0.022360524174496285,R+2.2
2000,NM,286783,286417,0.0006385205861828332,D+0.1,5,-0.004494937783297716,R+0.4,0.011102931513074489,D+1.1,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.07984409063444904,R+8.0
2004,NM,370942,376930,-0.008006717727097686,R+0.8,5,0.016653582396449866,D+1.7,0.021148520179747582,D+2.1,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,-0.008645238313280519,R+0.9
2008,NM,472422,346832,0.1532980003759518,D+15.3,5,0.07788265480434634,D+7.8,0.06122907240789647,D+6.1,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.16130471810304947,D+16.1
2012,NM,415335,335788,0.1059040929381739,D+10.6,5,0.0657148906725846,D+6.6,-0.012167764131761738,R+1.2,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.04739390743777788,R+4.7
2016,NM,385234,319667,0.09301589868648222,D+9.3,5,0.06978186660602512,D+7.0,0.00406697593344052,D+0.4,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.012888194251691687,R+1.3
2020,NM,501614,401894,0.11036980303439482,D+11.0,5,0.06501006061182088,D+6.5,-0.004771805994204237,R+0.5,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.017353904347912605,D+1.7
2024,NM,478802,423391,0.06141812228647307,D+6.1,5,0.07641481372067323,D+7.6,0.011404753108852347,D+1.1,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.04895168074792175,R+4.9
1976,NV,92479,101273,-0.045387918576324376,R+4.5,3,-0.06813482842383127,R+6.8,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,NV,66666,155017,-0.3985465732600154,R+39.9,3,-0.295395397871569,R+29.5,-0.2272605694477377,R+22.7,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.353158654683691,R+35.3
1984,NV,91655,188770,-0.3463136310956584,R+34.6,4,-0.16384660725516442,R+16.4,0.13154879061640457,D+13.2,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,0.05223294216435703,D+5.2
1988,NV,132738,206040,-0.21637178329171317,R+21.6,4,-0.13972267751436662,R+14.0,0.0241239297407978,D+2.4,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.12994184780394522,D+13.0
1992,NV,189148,175828,0.03649555039235457,D+3.6,4,-0.035915125377153634,R+3.6,0.10380755213721299,D+10.4,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.2528673336840677,D+25.3
1996,NV,203974,199244,0.011730627104940751,D+1.2,4,-0.08434985341206333,R+8.4,-0.048434728034909696,R+4.8,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,-0.024764923287413816,R+2.5
2000,NV,279978,301575,-0.03713676999344857,R+3.7,4,-0.042270228362929124,R+4.2,0.042079625049134206,D+4.2,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.048867397098389324,R+4.9
2004,NV,397190,418690,-0.026351914497229983,R+2.6,5,-0.0016916143736824298,R+0.2,0.0405786139892467,D+4.1,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,0.01078485549621859,D+1.1
2008,NV,533736,412827,0.12773476250392207,D+12.8,5,0.05231941693231662,D+5.2,0.05401103130599905,D+5.4,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.15408667700115206,D+15.4
2012,NV,531373,463567,0.06815084326693067,D+6.8,6,0.02796164100134136,D+2.8,-0.02435777593097526,R+2.4,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.0595839192369914,R+6.0
2016,NV,539260,512058,0.02587418839970399,D+2.6,6,0.002640156319246894,D+0.3,-0.025321484682094466,R+2.5,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.04227665486722668,R+4.2
2020,NV,703486,669890,0.02446234680087609,D+2.4,6,-0.020897395621697852,R+2.1,-0.023537551940944746,R+2.4,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,-0.001411841598827901,R+0.1
2024,NV,705197,751205,-0.031590179085170166,R+3.2,6,-0.016593487650970015,R+1.7,0.004303907970727838,D+0.4,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.056052525886046256,R+5.6
1976,NY,3244165,2825913,0.06890389217403796,D+6.9,41,0.046156982326531065,D+4.6,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,NY,2728372,2637700,0.016897276070839153,D+1.7,41,0.12004845145928558,D+12.0,0.07389146913275452,D+7.4,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.0520066161031988,R+5.2
1984,NY,3001285,3376519,-0.058834357405777915,R+5.9,36,0.12363266643471604,D+12.4,0.003584214975430461,D+0.4,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,-0.07573163347661707,R+7.6
1988,NY,3255487,2838414,0.06844105278375871,D+6.8,36,0.14509015856110527,D+14.5,0.021457492126389227,D+2.1,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.12727541018953664,D+12.7
1992,NY,3346894,2041690,0.24221650808449863,D+24.2,33,0.1698058323149904,D+17.0,0.024715673753885142,D+2.5,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.1737754553007399,D+17.4
1996,NY,3649630,1738707,0.3546405876247161,D+35.5,33,0.25856010710771204,D+25.9,0.08875427479272163,D+8.9,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,0.11242407954021749,D+11.2
2000,NY,3942215,2258577,0.2715198316602137,D+27.2,33,0.26638637329073317,D+26.6,0.007826266183021124,D+0.8,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.08312075596450241,R+8.3
2004,NY,4180755,2806993,0.19659581312892221,D+19.7,31,0.22125611325246977,D+22.1,-0.0451302600382634,R+4.5,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,-0.07492401853129149,R+7.5
2008,NY,4645332,2418323,0.31527714759568526,D+31.5,31,0.2398618020240798,D+24.0,0.018605688771610035,D+1.9,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.11868133446676304,D+11.9
2012,NY,4324228,2223397,0.3208538974055478,D+32.1,29,0.2806646951399585,D+28.1,0.0408028931158787,D+4.1,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,0.005576749809862558,D+0.6
2016,NY,4379789,2527142,0.26823012999550744,D+26.8,29,0.24499609791505034,D+24.5,-0.03566859722490817,R+3.6,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.05262376741004038,R+5.3
2020,NY,5230985,3244798,0.23433669786024489,D+23.4,29,0.18897695543767096,D+18.9,-0.05601914247737938,R+5.6,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,-0.03389343213526255,R+3.4
2024,NY,4619195,3578899,0.12689486117138934,D+12.7,28,0.1418915526055895,D+14.2,-0.04708540283208146,R+4.7,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.10744183668885554,R+10.7
1976,OH,2009959,2000626,0.002327091932972372,D+0.2,25,-0.02041981791453452,R+2.0,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,OH,1752414,2206545,-0.11470970020149236,R+11.5,25,-0.011558524813045937,R+1.2,0.008861293101488584,D+0.9,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.11703679213446473,R+11.7
1984,OH,1825440,2678559,-0.18941367438136641,R+18.9,23,-0.006946650540872457,R+0.7,0.00461187427217348,D+0.5,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,-0.07470397417987405,R+7.5
1988,OH,1939629,2416549,-0.10948129300501494,R+10.9,23,-0.03283218722766838,R+3.3,-0.025885536686795926,R+2.6,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.07993238137635147,D+8.0
1992,OH,1984942,1894310,0.02336326693909032,D+2.3,21,-0.04904740883041788,R+4.9,-0.016215221602749498,R+1.6,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.13284455994410527,D+13.3
1996,OH,2148222,1859883,0.07193898363441077,D+7.2,21,-0.024141496882593302,R+2.4,0.02490591194782458,D+2.5,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,0.04857571669532045,D+4.9
2000,OH,2183628,2350363,-0.036774444413321505,R+3.7,21,-0.041907902782802056,R+4.2,-0.017766405900208754,R+1.8,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.10871342804773228,R+10.9
2004,OH,2741165,2859764,-0.02117488009578411,R+2.1,20,0.003485420027763444,D+0.3,0.0453933228105655,D+4.5,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,0.015599564317537395,D+1.6
